medal_id,medal_type,discipline_code,event,medal_date
1820,Gold Medal,BSB,Baseball,2021-08-07
1821,Gold Medal,BSB,Baseball,2021-08-07
1822,Gold Medal,BSB,Baseball,2021-08-07
1823,Gold Medal,BSB,Baseball,2021-08-07
1824,Gold Medal,BSB,Baseball,2021-08-07
1825,Gold Medal,BSB,Baseball,2021-08-07
1826,Gold Medal,BSB,Baseball,2021-08-07
1827,Gold Medal,BSB,Baseball,2021-08-07
1828,Gold Medal,BSB,Baseball,2021-08-07
1829,Gold Medal,BSB,Baseball,2021-08-07
1830,Gold Medal,BSB,Baseball,2021-08-07
1831,Gold Medal,BSB,Baseball,2021-08-07
1832,Gold Medal,BSB,Baseball,2021-08-07
1833,Gold Medal,BSB,Baseball,2021-08-07
1834,Gold Medal,BSB,Baseball,2021-08-07
1835,Gold Medal,BSB,Baseball,2021-08-07
1836,Gold Medal,BSB,Baseball,2021-08-07
1837,Gold Medal,BSB,Baseball,2021-08-07
1838,Gold Medal,BSB,Baseball,2021-08-07
1839,Gold Medal,BSB,Baseball,2021-08-07
1840,Gold Medal,BSB,Baseball,2021-08-07
1841,Gold Medal,BSB,Baseball,2021-08-07
1842,Gold Medal,BSB,Baseball,2021-08-07
1843,Gold Medal,BSB,Baseball,2021-08-07
1844,Silver Medal,BSB,Baseball,2021-08-07
1845,Silver Medal,BSB,Baseball,2021-08-07
1846,Silver Medal,BSB,Baseball,2021-08-07
1847,Silver Medal,BSB,Baseball,2021-08-07
1848,Silver Medal,BSB,Baseball,2021-08-07
1849,Silver Medal,BSB,Baseball,2021-08-07
1850,Silver Medal,BSB,Baseball,2021-08-07
1851,Silver Medal,BSB,Baseball,2021-08-07
1852,Silver Medal,BSB,Baseball,2021-08-07
1853,Silver Medal,BSB,Baseball,2021-08-07
1854,Silver Medal,BSB,Baseball,2021-08-07
1855,Silver Medal,BSB,Baseball,2021-08-07
1856,Silver Medal,BSB,Baseball,2021-08-07
1857,Silver Medal,BSB,Baseball,2021-08-07
1858,Silver Medal,BSB,Baseball,2021-08-07
1859,Silver Medal,BSB,Baseball,2021-08-07
1860,Silver Medal,BSB,Baseball,2021-08-07
1861,Silver Medal,BSB,Baseball,2021-08-07
1862,Silver Medal,BSB,Baseball,2021-08-07
1863,Silver Medal,BSB,Baseball,2021-08-07
1864,Silver Medal,BSB,Baseball,2021-08-07
1865,Silver Medal,BSB,Baseball,2021-08-07
1866,Silver Medal,BSB,Baseball,2021-08-07
1867,Silver Medal,BSB,Baseball,2021-08-07
1868,Bronze Medal,BSB,Baseball,2021-08-07
1869,Bronze Medal,BSB,Baseball,2021-08-07
1870,Bronze Medal,BSB,Baseball,2021-08-07
1871,Bronze Medal,BSB,Baseball,2021-08-07
1872,Bronze Medal,BSB,Baseball,2021-08-07
1873,Bronze Medal,BSB,Baseball,2021-08-07
1874,Bronze Medal,BSB,Baseball,2021-08-07
1875,Bronze Medal,BSB,Baseball,2021-08-07
1876,Bronze Medal,BSB,Baseball,2021-08-07
1877,Bronze Medal,BSB,Baseball,2021-08-07
1878,Bronze Medal,BSB,Baseball,2021-08-07
1879,Bronze Medal,BSB,Baseball,2021-08-07
1880,Bronze Medal,BSB,Baseball,2021-08-07
1881,Bronze Medal,BSB,Baseball,2021-08-07
1882,Bronze Medal,BSB,Baseball,2021-08-07
1883,Bronze Medal,BSB,Baseball,2021-08-07
1884,Bronze Medal,BSB,Baseball,2021-08-07
1885,Bronze Medal,BSB,Baseball,2021-08-07
1886,Bronze Medal,BSB,Baseball,2021-08-07
1887,Bronze Medal,BSB,Baseball,2021-08-07
1888,Bronze Medal,BSB,Baseball,2021-08-07
1889,Bronze Medal,BSB,Baseball,2021-08-07
1890,Bronze Medal,BSB,Baseball,2021-08-07
1891,Bronze Medal,BSB,Baseball,2021-08-07
1892,Gold Medal,BKB,Men,2021-08-07
1893,Gold Medal,BKB,Men,2021-08-07
1894,Gold Medal,BKB,Men,2021-08-07
1895,Gold Medal,BKB,Men,2021-08-07
1896,Gold Medal,BKB,Men,2021-08-07
1897,Gold Medal,BKB,Men,2021-08-07
1898,Gold Medal,BKB,Men,2021-08-07
1899,Gold Medal,BKB,Men,2021-08-07
1900,Gold Medal,BKB,Men,2021-08-07
1901,Gold Medal,BKB,Men,2021-08-07
1902,Gold Medal,BKB,Men,2021-08-07
1903,Gold Medal,BKB,Men,2021-08-07
1904,Silver Medal,BKB,Men,2021-08-07
1905,Silver Medal,BKB,Men,2021-08-07
1906,Silver Medal,BKB,Men,2021-08-07
1907,Silver Medal,BKB,Men,2021-08-07
1908,Silver Medal,BKB,Men,2021-08-07
1909,Silver Medal,BKB,Men,2021-08-07
1910,Silver Medal,BKB,Men,2021-08-07
1911,Silver Medal,BKB,Men,2021-08-07
1912,Silver Medal,BKB,Men,2021-08-07
1913,Silver Medal,BKB,Men,2021-08-07
1914,Silver Medal,BKB,Men,2021-08-07
1915,Silver Medal,BKB,Men,2021-08-07
1916,Bronze Medal,BKB,Men,2021-08-07
1917,Bronze Medal,BKB,Men,2021-08-07
1918,Bronze Medal,BKB,Men,2021-08-07
1919,Bronze Medal,BKB,Men,2021-08-07
1920,Bronze Medal,BKB,Men,2021-08-07
1921,Bronze Medal,BKB,Men,2021-08-07
1922,Bronze Medal,BKB,Men,2021-08-07
1923,Bronze Medal,BKB,Men,2021-08-07
1924,Bronze Medal,BKB,Men,2021-08-07
1925,Bronze Medal,BKB,Men,2021-08-07
1926,Bronze Medal,BKB,Men,2021-08-07
1927,Bronze Medal,BKB,Men,2021-08-07
1928,Gold Medal,VBV,Men,2021-08-07
1929,Gold Medal,VBV,Men,2021-08-07
1930,Silver Medal,VBV,Men,2021-08-07
1931,Silver Medal,VBV,Men,2021-08-07
1932,Bronze Medal,VBV,Men,2021-08-07
1933,Bronze Medal,VBV,Men,2021-08-07
1934,Gold Medal,BOX,Men's Fly (48-52kg),2021-08-07
1935,Silver Medal,BOX,Men's Fly (48-52kg),2021-08-07
1936,Gold Medal,BOX,Men's Middle (69-75kg),2021-08-07
1937,Silver Medal,BOX,Men's Middle (69-75kg),2021-08-07
1938,Gold Medal,BOX,Women's Fly (48-51kg),2021-08-07
1939,Silver Medal,BOX,Women's Fly (48-51kg),2021-08-07
1940,Gold Medal,BOX,Women's Welter (64-69kg),2021-08-07
1941,Silver Medal,BOX,Women's Welter (64-69kg),2021-08-07
1942,Gold Medal,CSP,Men's Canoe Single 1000m,2021-08-07
1943,Silver Medal,CSP,Men's Canoe Single 1000m,2021-08-07
1944,Bronze Medal,CSP,Men's Canoe Single 1000m,2021-08-07
1945,Gold Medal,CSP,Men's Kayak Four 500m,2021-08-07
1946,Gold Medal,CSP,Men's Kayak Four 500m,2021-08-07
1947,Gold Medal,CSP,Men's Kayak Four 500m,2021-08-07
1948,Gold Medal,CSP,Men's Kayak Four 500m,2021-08-07
1949,Silver Medal,CSP,Men's Kayak Four 500m,2021-08-07
1950,Silver Medal,CSP,Men's Kayak Four 500m,2021-08-07
1951,Silver Medal,CSP,Men's Kayak Four 500m,2021-08-07
1952,Silver Medal,CSP,Men's Kayak Four 500m,2021-08-07
1953,Bronze Medal,CSP,Men's Kayak Four 500m,2021-08-07
1954,Bronze Medal,CSP,Men's Kayak Four 500m,2021-08-07
1955,Bronze Medal,CSP,Men's Kayak Four 500m,2021-08-07
1956,Bronze Medal,CSP,Men's Kayak Four 500m,2021-08-07
1957,Gold Medal,CSP,Women's Canoe Double 500m,2021-08-07
1958,Gold Medal,CSP,Women's Canoe Double 500m,2021-08-07
1959,Silver Medal,CSP,Women's Canoe Double 500m,2021-08-07
1960,Silver Medal,CSP,Women's Canoe Double 500m,2021-08-07
1961,Bronze Medal,CSP,Women's Canoe Double 500m,2021-08-07
1962,Bronze Medal,CSP,Women's Canoe Double 500m,2021-08-07
1963,Gold Medal,CSP,Women's Kayak Four 500m,2021-08-07
1964,Gold Medal,CSP,Women's Kayak Four 500m,2021-08-07
1965,Gold Medal,CSP,Women's Kayak Four 500m,2021-08-07
1966,Gold Medal,CSP,Women's Kayak Four 500m,2021-08-07
1967,Silver Medal,CSP,Women's Kayak Four 500m,2021-08-07
1968,Silver Medal,CSP,Women's Kayak Four 500m,2021-08-07
1969,Silver Medal,CSP,Women's Kayak Four 500m,2021-08-07
1970,Silver Medal,CSP,Women's Kayak Four 500m,2021-08-07
1971,Bronze Medal,CSP,Women's Kayak Four 500m,2021-08-07
1972,Bronze Medal,CSP,Women's Kayak Four 500m,2021-08-07
1973,Bronze Medal,CSP,Women's Kayak Four 500m,2021-08-07
1974,Bronze Medal,CSP,Women's Kayak Four 500m,2021-08-07
1975,Gold Medal,CTR,Men's Madison,2021-08-07
1976,Gold Medal,CTR,Men's Madison,2021-08-07
1977,Silver Medal,CTR,Men's Madison,2021-08-07
1978,Silver Medal,CTR,Men's Madison,2021-08-07
1979,Bronze Medal,CTR,Men's Madison,2021-08-07
1980,Bronze Medal,CTR,Men's Madison,2021-08-07
1981,Gold Medal,DIV,Men's 10m Platform,2021-08-07
1982,Silver Medal,DIV,Men's 10m Platform,2021-08-07
1983,Bronze Medal,DIV,Men's 10m Platform,2021-08-07
1984,Gold Medal,EQU,Jumping Team,2021-08-07
1985,Gold Medal,EQU,Jumping Team,2021-08-07
1986,Gold Medal,EQU,Jumping Team,2021-08-07
1987,Silver Medal,EQU,Jumping Team,2021-08-07
1988,Silver Medal,EQU,Jumping Team,2021-08-07
1989,Silver Medal,EQU,Jumping Team,2021-08-07
1990,Bronze Medal,EQU,Jumping Team,2021-08-07
1991,Bronze Medal,EQU,Jumping Team,2021-08-07
1992,Bronze Medal,EQU,Jumping Team,2021-08-07
1993,Gold Medal,FBL,Men,2021-08-07
1994,Gold Medal,FBL,Men,2021-08-07
1995,Gold Medal,FBL,Men,2021-08-07
1996,Gold Medal,FBL,Men,2021-08-07
1997,Gold Medal,FBL,Men,2021-08-07
1998,Gold Medal,FBL,Men,2021-08-07
1999,Gold Medal,FBL,Men,2021-08-07
2000,Gold Medal,FBL,Men,2021-08-07
2001,Gold Medal,FBL,Men,2021-08-07
2002,Gold Medal,FBL,Men,2021-08-07
2003,Gold Medal,FBL,Men,2021-08-07
2004,Gold Medal,FBL,Men,2021-08-07
2005,Gold Medal,FBL,Men,2021-08-07
2006,Gold Medal,FBL,Men,2021-08-07
2007,Gold Medal,FBL,Men,2021-08-07
2008,Gold Medal,FBL,Men,2021-08-07
2009,Gold Medal,FBL,Men,2021-08-07
2010,Gold Medal,FBL,Men,2021-08-07
2011,Gold Medal,FBL,Men,2021-08-07
2012,Gold Medal,FBL,Men,2021-08-07
2013,Gold Medal,FBL,Men,2021-08-07
2014,Gold Medal,FBL,Men,2021-08-07
2015,Silver Medal,FBL,Men,2021-08-07
2016,Silver Medal,FBL,Men,2021-08-07
2017,Silver Medal,FBL,Men,2021-08-07
2018,Silver Medal,FBL,Men,2021-08-07
2019,Silver Medal,FBL,Men,2021-08-07
2020,Silver Medal,FBL,Men,2021-08-07
2021,Silver Medal,FBL,Men,2021-08-07
2022,Silver Medal,FBL,Men,2021-08-07
2023,Silver Medal,FBL,Men,2021-08-07
2024,Silver Medal,FBL,Men,2021-08-07
2025,Silver Medal,FBL,Men,2021-08-07
2026,Silver Medal,FBL,Men,2021-08-07
2027,Silver Medal,FBL,Men,2021-08-07
2028,Silver Medal,FBL,Men,2021-08-07
2029,Silver Medal,FBL,Men,2021-08-07
2030,Silver Medal,FBL,Men,2021-08-07
2031,Silver Medal,FBL,Men,2021-08-07
2032,Silver Medal,FBL,Men,2021-08-07
2033,Silver Medal,FBL,Men,2021-08-07
2034,Silver Medal,FBL,Men,2021-08-07
2035,Silver Medal,FBL,Men,2021-08-07
2036,Silver Medal,FBL,Men,2021-08-07
2037,Bronze Medal,FBL,Men,2021-08-07
2038,Bronze Medal,FBL,Men,2021-08-07
2039,Bronze Medal,FBL,Men,2021-08-07
2040,Bronze Medal,FBL,Men,2021-08-07
2041,Bronze Medal,FBL,Men,2021-08-07
2042,Bronze Medal,FBL,Men,2021-08-07
2043,Bronze Medal,FBL,Men,2021-08-07
2044,Bronze Medal,FBL,Men,2021-08-07
2045,Bronze Medal,FBL,Men,2021-08-07
2046,Bronze Medal,FBL,Men,2021-08-07
2047,Bronze Medal,FBL,Men,2021-08-07
2048,Bronze Medal,FBL,Men,2021-08-07
2049,Bronze Medal,FBL,Men,2021-08-07
2050,Bronze Medal,FBL,Men,2021-08-07
2051,Bronze Medal,FBL,Men,2021-08-07
2052,Bronze Medal,FBL,Men,2021-08-07
2053,Bronze Medal,FBL,Men,2021-08-07
2054,Bronze Medal,FBL,Men,2021-08-07
2055,Bronze Medal,FBL,Men,2021-08-07
2056,Bronze Medal,FBL,Men,2021-08-07
2057,Bronze Medal,FBL,Men,2021-08-07
2058,Bronze Medal,FBL,Men,2021-08-07
2059,Gold Medal,GLF,Women's Individual Stroke Play,2021-08-07
2060,Silver Medal,GLF,Women's Individual Stroke Play,2021-08-07
2061,Bronze Medal,GLF,Women's Individual Stroke Play,2021-08-07
2062,Gold Medal,HBL,Men,2021-08-07
2063,Gold Medal,HBL,Men,2021-08-07
2064,Gold Medal,HBL,Men,2021-08-07
2065,Gold Medal,HBL,Men,2021-08-07
2066,Gold Medal,HBL,Men,2021-08-07
2067,Gold Medal,HBL,Men,2021-08-07
2068,Gold Medal,HBL,Men,2021-08-07
2069,Gold Medal,HBL,Men,2021-08-07
2070,Gold Medal,HBL,Men,2021-08-07
2071,Gold Medal,HBL,Men,2021-08-07
2072,Gold Medal,HBL,Men,2021-08-07
2073,Gold Medal,HBL,Men,2021-08-07
2074,Gold Medal,HBL,Men,2021-08-07
2075,Gold Medal,HBL,Men,2021-08-07
2076,Gold Medal,HBL,Men,2021-08-07
2077,Gold Medal,HBL,Men,2021-08-07
2078,Silver Medal,HBL,Men,2021-08-07
2079,Silver Medal,HBL,Men,2021-08-07
2080,Silver Medal,HBL,Men,2021-08-07
2081,Silver Medal,HBL,Men,2021-08-07
2082,Silver Medal,HBL,Men,2021-08-07
2083,Silver Medal,HBL,Men,2021-08-07
2084,Silver Medal,HBL,Men,2021-08-07
2085,Silver Medal,HBL,Men,2021-08-07
2086,Silver Medal,HBL,Men,2021-08-07
2087,Silver Medal,HBL,Men,2021-08-07
2088,Silver Medal,HBL,Men,2021-08-07
2089,Silver Medal,HBL,Men,2021-08-07
2090,Silver Medal,HBL,Men,2021-08-07
2091,Silver Medal,HBL,Men,2021-08-07
2092,Silver Medal,HBL,Men,2021-08-07
2093,Bronze Medal,HBL,Men,2021-08-07
2094,Bronze Medal,HBL,Men,2021-08-07
2095,Bronze Medal,HBL,Men,2021-08-07
2096,Bronze Medal,HBL,Men,2021-08-07
2097,Bronze Medal,HBL,Men,2021-08-07
2098,Bronze Medal,HBL,Men,2021-08-07
2099,Bronze Medal,HBL,Men,2021-08-07
2100,Bronze Medal,HBL,Men,2021-08-07
2101,Bronze Medal,HBL,Men,2021-08-07
2102,Bronze Medal,HBL,Men,2021-08-07
2103,Bronze Medal,HBL,Men,2021-08-07
2104,Bronze Medal,HBL,Men,2021-08-07
2105,Bronze Medal,HBL,Men,2021-08-07
2106,Bronze Medal,HBL,Men,2021-08-07
2107,Bronze Medal,HBL,Men,2021-08-07
2108,Bronze Medal,HBL,Men,2021-08-07
2109,Gold Medal,KTE,Men's Kumite +75kg,2021-08-07
2110,Silver Medal,KTE,Men's Kumite +75kg,2021-08-07
2111,Bronze Medal,KTE,Men's Kumite +75kg,2021-08-07
2112,Bronze Medal,KTE,Men's Kumite +75kg,2021-08-07
2113,Gold Medal,KTE,Women's Kumite +61kg,2021-08-07
2114,Silver Medal,KTE,Women's Kumite +61kg,2021-08-07
2115,Bronze Medal,KTE,Women's Kumite +61kg,2021-08-07
2116,Bronze Medal,KTE,Women's Kumite +61kg,2021-08-07
2117,Gold Medal,MPN,Men's Individual,2021-08-07
2118,Silver Medal,MPN,Men's Individual,2021-08-07
2119,Bronze Medal,MPN,Men's Individual,2021-08-07
2120,Gold Medal,GRY,Individual All-Around,2021-08-07
2121,Silver Medal,GRY,Individual All-Around,2021-08-07
2122,Bronze Medal,GRY,Individual All-Around,2021-08-07
2123,Gold Medal,VVO,Men,2021-08-07
2124,Gold Medal,VVO,Men,2021-08-07
2125,Gold Medal,VVO,Men,2021-08-07
2126,Gold Medal,VVO,Men,2021-08-07
2127,Gold Medal,VVO,Men,2021-08-07
2128,Gold Medal,VVO,Men,2021-08-07
2129,Gold Medal,VVO,Men,2021-08-07
2130,Gold Medal,VVO,Men,2021-08-07
2131,Gold Medal,VVO,Men,2021-08-07
2132,Gold Medal,VVO,Men,2021-08-07
2133,Gold Medal,VVO,Men,2021-08-07
2134,Gold Medal,VVO,Men,2021-08-07
2135,Silver Medal,VVO,Men,2021-08-07
2136,Silver Medal,VVO,Men,2021-08-07
2137,Silver Medal,VVO,Men,2021-08-07
2138,Silver Medal,VVO,Men,2021-08-07
2139,Silver Medal,VVO,Men,2021-08-07
2140,Silver Medal,VVO,Men,2021-08-07
2141,Silver Medal,VVO,Men,2021-08-07
2142,Silver Medal,VVO,Men,2021-08-07
2143,Silver Medal,VVO,Men,2021-08-07
2144,Silver Medal,VVO,Men,2021-08-07
2145,Silver Medal,VVO,Men,2021-08-07
2146,Silver Medal,VVO,Men,2021-08-07
2147,Bronze Medal,VVO,Men,2021-08-07
2148,Bronze Medal,VVO,Men,2021-08-07
2149,Bronze Medal,VVO,Men,2021-08-07
2150,Bronze Medal,VVO,Men,2021-08-07
2151,Bronze Medal,VVO,Men,2021-08-07
2152,Bronze Medal,VVO,Men,2021-08-07
2153,Bronze Medal,VVO,Men,2021-08-07
2154,Bronze Medal,VVO,Men,2021-08-07
2155,Bronze Medal,VVO,Men,2021-08-07
2156,Bronze Medal,VVO,Men,2021-08-07
2157,Bronze Medal,VVO,Men,2021-08-07
2158,Bronze Medal,VVO,Men,2021-08-07
2159,Gold Medal,WPO,Women,2021-08-07
2160,Gold Medal,WPO,Women,2021-08-07
2161,Gold Medal,WPO,Women,2021-08-07
2162,Gold Medal,WPO,Women,2021-08-07
2163,Gold Medal,WPO,Women,2021-08-07
2164,Gold Medal,WPO,Women,2021-08-07
2165,Gold Medal,WPO,Women,2021-08-07
2166,Gold Medal,WPO,Women,2021-08-07
2167,Gold Medal,WPO,Women,2021-08-07
2168,Gold Medal,WPO,Women,2021-08-07
2169,Gold Medal,WPO,Women,2021-08-07
2170,Gold Medal,WPO,Women,2021-08-07
2171,Gold Medal,WPO,Women,2021-08-07
2172,Silver Medal,WPO,Women,2021-08-07
2173,Silver Medal,WPO,Women,2021-08-07
2174,Silver Medal,WPO,Women,2021-08-07
2175,Silver Medal,WPO,Women,2021-08-07
2176,Silver Medal,WPO,Women,2021-08-07
2177,Silver Medal,WPO,Women,2021-08-07
2178,Silver Medal,WPO,Women,2021-08-07
2179,Silver Medal,WPO,Women,2021-08-07
2180,Silver Medal,WPO,Women,2021-08-07
2181,Silver Medal,WPO,Women,2021-08-07
2182,Silver Medal,WPO,Women,2021-08-07
2183,Silver Medal,WPO,Women,2021-08-07
2184,Silver Medal,WPO,Women,2021-08-07
2185,Bronze Medal,WPO,Women,2021-08-07
2186,Bronze Medal,WPO,Women,2021-08-07
2187,Bronze Medal,WPO,Women,2021-08-07
2188,Bronze Medal,WPO,Women,2021-08-07
2189,Bronze Medal,WPO,Women,2021-08-07
2190,Bronze Medal,WPO,Women,2021-08-07
2191,Bronze Medal,WPO,Women,2021-08-07
2192,Bronze Medal,WPO,Women,2021-08-07
2193,Bronze Medal,WPO,Women,2021-08-07
2194,Bronze Medal,WPO,Women,2021-08-07
2195,Bronze Medal,WPO,Women,2021-08-07
2196,Bronze Medal,WPO,Women,2021-08-07
2197,Bronze Medal,WPO,Women,2021-08-07
2198,Gold Medal,WRE,Men's Freestyle 65kg,2021-08-07
2199,Silver Medal,WRE,Men's Freestyle 65kg,2021-08-07
2200,Bronze Medal,WRE,Men's Freestyle 65kg,2021-08-07
2201,Bronze Medal,WRE,Men's Freestyle 65kg,2021-08-07
2202,Gold Medal,WRE,Men's Freestyle 97kg,2021-08-07
2203,Silver Medal,WRE,Men's Freestyle 97kg,2021-08-07
2204,Bronze Medal,WRE,Men's Freestyle 97kg,2021-08-07
2205,Bronze Medal,WRE,Men's Freestyle 97kg,2021-08-07
2206,Gold Medal,WRE,Women's Freestyle 50kg,2021-08-07
2207,Silver Medal,WRE,Women's Freestyle 50kg,2021-08-07
2208,Bronze Medal,WRE,Women's Freestyle 50kg,2021-08-07
2209,Bronze Medal,WRE,Women's Freestyle 50kg,2021-08-07
2210,Gold Medal,ATH,Men's Marathon,2021-08-08
2211,Silver Medal,ATH,Men's Marathon,2021-08-08
2212,Bronze Medal,ATH,Men's Marathon,2021-08-08
2213,Gold Medal,BKB,Women,2021-08-08
2214,Gold Medal,BKB,Women,2021-08-08
2215,Gold Medal,BKB,Women,2021-08-08
2216,Gold Medal,BKB,Women,2021-08-08
2217,Gold Medal,BKB,Women,2021-08-08
2218,Gold Medal,BKB,Women,2021-08-08
2219,Gold Medal,BKB,Women,2021-08-08
2220,Gold Medal,BKB,Women,2021-08-08
2221,Gold Medal,BKB,Women,2021-08-08
2222,Gold Medal,BKB,Women,2021-08-08
2223,Gold Medal,BKB,Women,2021-08-08
2224,Gold Medal,BKB,Women,2021-08-08
2225,Silver Medal,BKB,Women,2021-08-08
2226,Silver Medal,BKB,Women,2021-08-08
2227,Silver Medal,BKB,Women,2021-08-08
2228,Silver Medal,BKB,Women,2021-08-08
2229,Silver Medal,BKB,Women,2021-08-08
2230,Silver Medal,BKB,Women,2021-08-08
2231,Silver Medal,BKB,Women,2021-08-08
2232,Silver Medal,BKB,Women,2021-08-08
2233,Silver Medal,BKB,Women,2021-08-08
2234,Silver Medal,BKB,Women,2021-08-08
2235,Silver Medal,BKB,Women,2021-08-08
2236,Silver Medal,BKB,Women,2021-08-08
2237,Bronze Medal,BKB,Women,2021-08-08
2238,Bronze Medal,BKB,Women,2021-08-08
2239,Bronze Medal,BKB,Women,2021-08-08
2240,Bronze Medal,BKB,Women,2021-08-08
2241,Bronze Medal,BKB,Women,2021-08-08
2242,Bronze Medal,BKB,Women,2021-08-08
2243,Bronze Medal,BKB,Women,2021-08-08
2244,Bronze Medal,BKB,Women,2021-08-08
2245,Bronze Medal,BKB,Women,2021-08-08
2246,Bronze Medal,BKB,Women,2021-08-08
2247,Bronze Medal,BKB,Women,2021-08-08
2248,Bronze Medal,BKB,Women,2021-08-08
2249,Gold Medal,BOX,Men's Light (57-63kg),2021-08-08
2250,Silver Medal,BOX,Men's Light (57-63kg),2021-08-08
2251,Gold Medal,BOX,Men's Super Heavy (+91kg),2021-08-08
2252,Silver Medal,BOX,Men's Super Heavy (+91kg),2021-08-08
2253,Gold Medal,BOX,Women's Light (57-60kg),2021-08-08
2254,Silver Medal,BOX,Women's Light (57-60kg),2021-08-08
2255,Gold Medal,BOX,Women's Middle (69-75kg),2021-08-08
2256,Silver Medal,BOX,Women's Middle (69-75kg),2021-08-08
2257,Gold Medal,CTR,Men's Keirin,2021-08-08
2258,Silver Medal,CTR,Men's Keirin,2021-08-08
2259,Bronze Medal,CTR,Men's Keirin,2021-08-08
2260,Gold Medal,CTR,Women's Omnium,2021-08-08
2261,Silver Medal,CTR,Women's Omnium,2021-08-08
2262,Bronze Medal,CTR,Women's Omnium,2021-08-08
2263,Gold Medal,CTR,Women's Sprint,2021-08-08
2264,Silver Medal,CTR,Women's Sprint,2021-08-08
2265,Bronze Medal,CTR,Women's Sprint,2021-08-08
2266,Gold Medal,HBL,Women,2021-08-08
2267,Gold Medal,HBL,Women,2021-08-08
2268,Gold Medal,HBL,Women,2021-08-08
2269,Gold Medal,HBL,Women,2021-08-08
2270,Gold Medal,HBL,Women,2021-08-08
2271,Gold Medal,HBL,Women,2021-08-08
2272,Gold Medal,HBL,Women,2021-08-08
2273,Gold Medal,HBL,Women,2021-08-08
2274,Gold Medal,HBL,Women,2021-08-08
2275,Gold Medal,HBL,Women,2021-08-08
2276,Gold Medal,HBL,Women,2021-08-08
2277,Gold Medal,HBL,Women,2021-08-08
2278,Gold Medal,HBL,Women,2021-08-08
2279,Gold Medal,HBL,Women,2021-08-08
2280,Gold Medal,HBL,Women,2021-08-08
2281,Gold Medal,HBL,Women,2021-08-08
2282,Silver Medal,HBL,Women,2021-08-08
2283,Silver Medal,HBL,Women,2021-08-08
2284,Silver Medal,HBL,Women,2021-08-08
2285,Silver Medal,HBL,Women,2021-08-08
2286,Silver Medal,HBL,Women,2021-08-08
2287,Silver Medal,HBL,Women,2021-08-08
2288,Silver Medal,HBL,Women,2021-08-08
2289,Silver Medal,HBL,Women,2021-08-08
2290,Silver Medal,HBL,Women,2021-08-08
2291,Silver Medal,HBL,Women,2021-08-08
2292,Silver Medal,HBL,Women,2021-08-08
2293,Silver Medal,HBL,Women,2021-08-08
2294,Silver Medal,HBL,Women,2021-08-08
2295,Silver Medal,HBL,Women,2021-08-08
2296,Silver Medal,HBL,Women,2021-08-08
2297,Bronze Medal,HBL,Women,2021-08-08
2298,Bronze Medal,HBL,Women,2021-08-08
2299,Bronze Medal,HBL,Women,2021-08-08
2300,Bronze Medal,HBL,Women,2021-08-08
2301,Bronze Medal,HBL,Women,2021-08-08
2302,Bronze Medal,HBL,Women,2021-08-08
2303,Bronze Medal,HBL,Women,2021-08-08
2304,Bronze Medal,HBL,Women,2021-08-08
2305,Bronze Medal,HBL,Women,2021-08-08
2306,Bronze Medal,HBL,Women,2021-08-08
2307,Bronze Medal,HBL,Women,2021-08-08
2308,Bronze Medal,HBL,Women,2021-08-08
2309,Bronze Medal,HBL,Women,2021-08-08
2310,Bronze Medal,HBL,Women,2021-08-08
2311,Bronze Medal,HBL,Women,2021-08-08
2312,Gold Medal,GRY,Group All-Around,2021-08-08
2313,Gold Medal,GRY,Group All-Around,2021-08-08
2314,Gold Medal,GRY,Group All-Around,2021-08-08
2315,Gold Medal,GRY,Group All-Around,2021-08-08
2316,Gold Medal,GRY,Group All-Around,2021-08-08
2317,Silver Medal,GRY,Group All-Around,2021-08-08
2318,Silver Medal,GRY,Group All-Around,2021-08-08
2319,Silver Medal,GRY,Group All-Around,2021-08-08
2320,Silver Medal,GRY,Group All-Around,2021-08-08
2321,Silver Medal,GRY,Group All-Around,2021-08-08
2322,Bronze Medal,GRY,Group All-Around,2021-08-08
2323,Bronze Medal,GRY,Group All-Around,2021-08-08
2324,Bronze Medal,GRY,Group All-Around,2021-08-08
2325,Bronze Medal,GRY,Group All-Around,2021-08-08
2326,Bronze Medal,GRY,Group All-Around,2021-08-08
2327,Gold Medal,VVO,Women,2021-08-08
2328,Gold Medal,VVO,Women,2021-08-08
2329,Gold Medal,VVO,Women,2021-08-08
2330,Gold Medal,VVO,Women,2021-08-08
2331,Gold Medal,VVO,Women,2021-08-08
2332,Gold Medal,VVO,Women,2021-08-08
2333,Gold Medal,VVO,Women,2021-08-08
2334,Gold Medal,VVO,Women,2021-08-08
2335,Gold Medal,VVO,Women,2021-08-08
2336,Gold Medal,VVO,Women,2021-08-08
2337,Gold Medal,VVO,Women,2021-08-08
2338,Gold Medal,VVO,Women,2021-08-08
2339,Silver Medal,VVO,Women,2021-08-08
2340,Silver Medal,VVO,Women,2021-08-08
2341,Silver Medal,VVO,Women,2021-08-08
2342,Silver Medal,VVO,Women,2021-08-08
2343,Silver Medal,VVO,Women,2021-08-08
2344,Silver Medal,VVO,Women,2021-08-08
2345,Silver Medal,VVO,Women,2021-08-08
2346,Silver Medal,VVO,Women,2021-08-08
2347,Silver Medal,VVO,Women,2021-08-08
2348,Silver Medal,VVO,Women,2021-08-08
2349,Silver Medal,VVO,Women,2021-08-08
